Timestamp,Hari,Fase,Suhu_C,Kelembapan_pct,pH,CO2_ppm,Status_Kipas,Status_Pengaduk,Kematangan_pct,Sisa_Hari
1/1/2024 7:05,1,Mesofilik,28.9,85,4.89,697,1,0,0.5,20
1/1/2024 7:10,1,Mesofilik,28.6,84.6,4.87,672,1,0,1.5,20
1/1/2024 7:15,1,Mesofilik,28.9,85.7,4.83,481,1,0,1,20
1/1/2024 7:20,1,Mesofilik,29,85.2,4.81,613,1,0,0.6,20
1/1/2024 7:25,1,Mesofilik,29.1,85.3,4.85,582,1,0,0.7,20
1/1/2024 7:30,1,Mesofilik,29.1,85.4,4.85,666,1,0,0.9,20
1/1/2024 7:35,1,Mesofilik,29.1,85.1,4.85,584,1,0,0.7,20
1/1/2024 7:40,1,Mesofilik,29.6,85.1,4.86,648,1,0,1,20
1/1/2024 7:45,1,Mesofilik,29.4,85.3,4.9,591,1,0,0.9,20
1/1/2024 7:50,1,Mesofilik,29.4,84.4,4.84,745,1,0,1.6,20
1/1/2024 7:55,1,Mesofilik,29.5,85.2,4.89,885,1,0,1.4,20
1/1/2024 8:00,1,Mesofilik,29.6,84.7,4.84,657,1,0,0.9,20
1/1/2024 8:05,1,Mesofilik,29.5,84.8,4.85,779,1,0,1.4,20
1/1/2024 8:10,1,Mesofilik,29.8,85.4,4.89,578,1,0,1.6,20
1/1/2024 8:15,1,Mesofilik,30,84.6,4.88,579,1,0,0.7,20
1/1/2024 8:20,1,Mesofilik,30.2,85.5,4.84,697,1,0,0.9,20
1/1/2024 8:25,1,Mesofilik,30.1,84.7,4.86,659,1,0,0.9,20
1/1/2024 8:30,1,Mesofilik,30.3,84.8,4.88,585,1,0,0.9,20
1/1/2024 8:35,1,Mesofilik,30.5,85,4.86,668,1,0,1.4,20
1/1/2024 8:40,1,Mesofilik,30.2,85,4.87,709,1,0,0.9,20
1/1/2024 8:45,1,Mesofilik,30.2,84.3,4.89,686,1,0,0.9,20
1/1/2024 8:50,1,Mesofilik,30.6,84.3,4.89,572,1,0,0.9,20
1/1/2024 8:55,1,Mesofilik,30.7,84.5,4.88,752,1,0,1,20
1/1/2024 9:00,1,Mesofilik,31,84.4,4.91,789,1,0,0.4,20
1/1/2024 9:05,1,Mesofilik,30.8,84.8,4.89,707,1,0,1,20
1/1/2024 9:10,1,Mesofilik,31.1,84.6,4.93,700,1,0,1.3,20
1/1/2024 9:15,1,Mesofilik,31.1,84.5,4.88,714,1,0,1,20
1/1/2024 9:20,1,Mesofilik,31.3,85.2,4.92,659,1,0,1.5,20
1/1/2024 9:25,1,Mesofilik,31.3,84,4.87,538,1,0,1.1,20
1/1/2024 9:30,1,Mesofilik,31.5,85,4.91,673,1,0,1.4,20
1/1/2024 9:35,1,Mesofilik,31.2,84.6,4.92,575,1,0,1.5,20
1/1/2024 9:40,1,Mesofilik,31.6,84.4,4.92,878,1,0,1.3,20
1/1/2024 9:45,1,Mesofilik,31.8,84.3,4.88,766,1,0,1,20
1/1/2024 9:50,1,Mesofilik,31.9,84.3,4.92,729,1,0,1.5,20
1/1/2024 9:55,1,Mesofilik,31.9,84.3,4.87,669,1,0,1.3,20
1/1/2024 10:00,1,Mesofilik,32.2,84.1,4.93,816,1,0,1.4,20
1/1/2024 10:05,1,Mesofilik,32.5,84.1,4.87,568,1,0,1.7,20
1/1/2024 10:10,1,Mesofilik,32.4,84.3,4.91,623,1,0,2,20
1/1/2024 10:15,1,Mesofilik,32.4,84.3,4.93,755,1,0,1.3,20
1/1/2024 10:20,1,Mesofilik,32.4,84.4,4.96,827,1,0,1.7,20
1/1/2024 10:25,1,Mesofilik,32.5,83.9,4.9,726,1,0,1.6,20
1/1/2024 10:30,1,Mesofilik,32.5,84.7,4.9,691,1,0,1,20
1/1/2024 10:35,1,Mesofilik,32.6,84.4,4.91,624,1,0,0.9,20
1/1/2024 10:40,1,Mesofilik,32.8,84.7,4.9,610,1,0,1.2,20
1/1/2024 10:45,1,Mesofilik,33,83.3,4.91,715,1,0,1.5,20
1/1/2024 10:50,1,Mesofilik,33.4,84.4,4.9,647,1,0,2.1,20
1/1/2024 10:55,1,Mesofilik,33.2,84.1,4.91,755,1,0,1.3,20
1/1/2024 11:00,1,Mesofilik,33.2,83.9,4.91,698,1,0,1.1,20
1/1/2024 11:05,1,Mesofilik,33.4,84,4.96,532,1,0,1.6,20
1/1/2024 11:10,1,Mesofilik,33.7,83.4,4.91,717,1,0,0.9,20
1/1/2024 11:15,1,Mesofilik,33.5,83.6,4.97,825,1,0,1.7,20
1/1/2024 11:20,1,Mesofilik,33.8,83.6,4.9,792,1,0,1,20
1/1/2024 11:25,1,Mesofilik,33.9,83.9,4.91,812,1,0,1.5,20
1/1/2024 11:30,1,Mesofilik,33.9,84.2,4.89,807,1,0,1.5,20
1/1/2024 11:35,1,Mesofilik,34,84,4.88,835,1,0,1.3,20
1/1/2024 11:40,1,Mesofilik,34,84.2,4.9,651,1,0,0.9,20
1/1/2024 11:45,1,Mesofilik,34.3,83.4,4.98,600,1,0,1.9,20
1/1/2024 11:50,1,Mesofilik,34.3,83.8,4.91,801,1,0,1.4,20
1/1/2024 11:55,1,Mesofilik,34.6,83.8,4.93,743,1,0,1.4,20
1/1/2024 12:00,1,Mesofilik,34.5,83.2,4.88,834,1,0,1.4,20
1/1/2024 12:05,1,Mesofilik,34.6,83.7,4.94,734,1,0,1.1,20
1/1/2024 12:10,1,Mesofilik,34.7,83.4,4.94,644,1,0,1.7,20
1/1/2024 12:15,1,Mesofilik,34.8,83.8,4.96,916,1,0,1.7,20
1/1/2024 12:20,1,Mesofilik,34.6,83.3,4.91,787,1,0,1.6,20
1/1/2024 12:25,1,Mesofilik,34.8,83.7,4.91,739,1,0,1,20
1/1/2024 12:30,1,Mesofilik,34.9,83.2,4.9,875,1,0,1.1,20
1/1/2024 12:35,1,Mesofilik,35.5,83.7,4.94,724,1,0,1.6,20
1/1/2024 12:40,1,Mesofilik,35.1,83.6,5.01,788,1,0,1.8,20
1/1/2024 12:45,1,Mesofilik,35.2,83.5,4.99,748,1,0,2,20
1/1/2024 12:50,1,Mesofilik,35.5,83.4,4.95,878,1,0,1.6,20
1/1/2024 12:55,1,Mesofilik,35.2,83.3,4.93,797,1,0,1.6,20
1/1/2024 13:00,1,Mesofilik,35.5,83.1,4.95,855,1,0,1.6,20
1/1/2024 13:05,1,Mesofilik,35.8,83.7,4.95,803,1,0,1,20
1/1/2024 13:10,1,Mesofilik,35.8,83.5,4.95,709,1,0,1.1,20
1/1/2024 13:15,1,Mesofilik,35.9,83.4,4.96,815,1,0,1.5,20
1/1/2024 13:20,1,Mesofilik,36,83.2,4.94,779,1,0,1.3,20
1/1/2024 13:25,1,Mesofilik,35.9,83.4,4.93,918,1,0,1.2,20
1/1/2024 13:30,1,Mesofilik,36,83.2,4.98,836,1,0,1.8,20
1/1/2024 13:35,1,Mesofilik,35.8,83.4,4.97,829,1,0,1.8,20
1/1/2024 13:40,1,Mesofilik,36,83.7,5.01,796,1,0,1.4,20
1/1/2024 13:45,1,Mesofilik,36.4,83.8,4.93,794,1,0,1.4,20
1/1/2024 13:50,1,Mesofilik,36.1,83,4.91,768,1,0,1.5,20
1/1/2024 13:55,1,Mesofilik,36.4,83.7,4.92,911,1,0,1.5,20
1/1/2024 14:00,1,Mesofilik,36.4,83.5,4.91,865,1,0,1.6,20
1/1/2024 14:05,1,Mesofilik,36.5,83.3,5.02,786,1,0,1.4,20
1/1/2024 14:10,1,Mesofilik,36.4,83.1,4.93,934,1,0,2,20
1/1/2024 14:15,1,Mesofilik,36.5,83,4.96,797,1,0,1.7,20
1/1/2024 14:20,1,Mesofilik,36.6,82.7,5,987,1,0,1.4,20
1/1/2024 14:25,1,Mesofilik,36.6,83.3,4.96,898,1,0,2.2,20
1/1/2024 14:30,1,Mesofilik,36.7,82.9,4.91,789,1,0,1.5,20
1/1/2024 14:35,1,Mesofilik,37,83,4.96,849,1,0,1.9,20
1/1/2024 14:40,1,Mesofilik,37.2,83,4.94,936,1,0,1.8,20
1/1/2024 14:45,1,Mesofilik,37.2,83.3,4.94,901,1,0,1.9,20
1/1/2024 14:50,1,Mesofilik,37,83.3,4.99,950,1,0,2,20
1/1/2024 14:55,1,Mesofilik,37,83.1,4.96,955,1,0,1.3,20
1/1/2024 15:00,1,Mesofilik,37,83,4.96,963,1,0,1.7,20
1/1/2024 15:05,1,Mesofilik,37,82.7,4.98,914,1,0,2.2,20
1/1/2024 15:10,1,Mesofilik,37,83.1,4.97,990,1,0,1.6,20
1/1/2024 15:15,1,Mesofilik,37.1,83.2,4.96,831,1,0,1.7,20
1/1/2024 15:20,1,Mesofilik,37.3,82.7,4.96,812,1,0,2,20
1/1/2024 15:25,1,Mesofilik,36.9,82.9,4.97,995,1,0,1.6,20
1/1/2024 15:30,1,Mesofilik,37.1,83.6,4.92,696,1,0,1.8,20
1/1/2024 15:35,1,Mesofilik,37.1,82.7,4.98,893,1,0,1.5,20
1/1/2024 15:40,1,Mesofilik,37.1,83.3,4.98,868,1,0,2.2,20
1/1/2024 15:45,1,Mesofilik,37.1,82.6,4.94,874,1,0,1.7,20
1/1/2024 15:50,1,Mesofilik,37.3,83.1,4.93,995,1,0,1.6,20
1/1/2024 15:55,1,Mesofilik,37.5,83.1,4.98,927,1,0,1.8,20
1/1/2024 16:00,1,Mesofilik,37.4,83.4,4.97,940,1,0,1.6,20
1/1/2024 16:05,1,Mesofilik,37.6,82.8,5.02,881,1,0,1.2,20
1/1/2024 16:10,1,Mesofilik,37.4,82.8,4.99,834,1,0,1.5,20
1/1/2024 16:15,1,Mesofilik,37.1,82.9,4.9,761,1,0,1.9,20
1/1/2024 16:20,1,Mesofilik,37.5,83.1,4.94,886,1,0,1.7,20
1/1/2024 16:25,1,Mesofilik,37.2,83.4,5,874,1,0,1.7,20
1/1/2024 16:30,1,Mesofilik,37.4,82.4,4.96,838,1,0,1.4,20
1/1/2024 16:35,1,Mesofilik,37.4,83.5,4.99,849,1,0,1.9,20
1/1/2024 16:40,1,Mesofilik,37.6,83.3,4.98,844,1,0,1.9,20
1/1/2024 16:45,1,Mesofilik,37.5,83.2,4.99,981,1,0,1.6,20
1/1/2024 16:50,1,Mesofilik,37.6,83,5.04,844,1,0,2.2,20
1/1/2024 16:55,1,Mesofilik,37.4,82.8,4.96,875,1,0,1.9,20
1/1/2024 17:00,1,Mesofilik,37.5,82.8,4.98,1073,1,0,2.3,20
1/1/2024 17:05,1,Mesofilik,37.5,83,4.98,952,1,0,1.4,20
1/1/2024 17:10,1,Mesofilik,37.4,82.5,4.99,957,1,0,1.6,20
1/1/2024 17:15,1,Mesofilik,37.6,82.6,4.94,924,1,0,2.1,20
1/1/2024 17:20,1,Mesofilik,37.6,82.8,5.01,905,1,0,1.7,20
1/1/2024 17:25,1,Mesofilik,37.5,83.2,4.93,1027,1,0,2.2,20
1/1/2024 17:30,1,Mesofilik,37.2,83.1,5,931,1,0,1.6,20
1/1/2024 17:35,1,Mesofilik,37.2,83,5.02,955,1,0,1.7,20
1/1/2024 17:40,1,Mesofilik,37.4,82.1,5.02,774,1,0,1.7,20
1/1/2024 17:45,1,Mesofilik,37.1,82.6,5.02,877,1,0,1.9,20
1/1/2024 17:50,1,Mesofilik,37.3,83.1,4.99,813,1,0,2.1,20
1/1/2024 17:55,1,Mesofilik,37.2,82.5,4.97,1037,1,0,2.1,20
1/1/2024 18:00,1,Mesofilik,37.2,82.9,4.98,1084,1,0,1.9,20
1/1/2024 18:05,1,Mesofilik,37.3,83.3,5,898,1,0,1.8,20
1/1/2024 18:10,1,Mesofilik,37.1,83,5.01,924,1,0,2,20
1/1/2024 18:15,1,Mesofilik,37.1,83.1,4.93,995,1,0,1.9,20
1/1/2024 18:20,1,Mesofilik,37.2,82.2,5.05,911,1,0,2.2,20
1/1/2024 18:25,1,Mesofilik,36.9,83.2,4.96,874,1,0,2.4,20
1/1/2024 18:30,1,Mesofilik,37,83.1,5.02,964,1,0,1.9,20
1/1/2024 18:35,1,Mesofilik,37,83.8,4.99,942,1,0,2.2,20
1/1/2024 18:40,1,Mesofilik,37.1,83.4,5.01,835,1,0,2.4,20
1/1/2024 18:45,1,Mesofilik,36.7,83.2,4.97,923,1,0,2,20
1/1/2024 18:50,1,Mesofilik,36.9,83.2,5.04,965,1,0,1.8,20
1/1/2024 18:55,1,Mesofilik,37,83.5,4.96,978,1,0,2.1,20
1/1/2024 19:00,1,Mesofilik,36.7,83.5,4.99,941,1,0,1.8,20
1/1/2024 19:05,1,Mesofilik,36.7,82.8,4.96,1059,1,0,1.6,20
1/1/2024 19:10,1,Mesofilik,36.5,82.5,4.98,827,1,0,2.4,20
1/1/2024 19:15,1,Mesofilik,36.8,82.9,5.07,1012,1,0,1.8,20
1/1/2024 19:20,1,Mesofilik,36.2,83.8,4.96,803,1,0,2.2,20
1/1/2024 19:25,1,Mesofilik,36.9,83.6,5.02,983,1,0,2.2,20
1/1/2024 19:30,1,Mesofilik,36.7,83.3,5.01,931,1,0,1.7,20
1/1/2024 19:35,1,Mesofilik,36.4,82.7,5,858,1,0,1.6,20
1/1/2024 19:40,1,Mesofilik,36.4,83.6,5.03,812,1,0,1.6,20
1/1/2024 19:45,1,Mesofilik,36.5,82.9,5,983,1,0,1.6,20
1/1/2024 19:50,1,Mesofilik,36.3,82.8,4.99,965,1,0,1.5,20
1/1/2024 19:55,1,Mesofilik,36.3,83.2,5.02,958,1,0,2.4,20
1/1/2024 20:00,1,Mesofilik,36.2,83.1,5.01,985,1,0,2,20
1/1/2024 20:05,1,Mesofilik,36.1,83.1,4.99,830,1,0,2.5,20
1/1/2024 20:10,1,Mesofilik,35.9,83.1,4.99,1014,1,0,1.9,20
1/1/2024 20:15,1,Mesofilik,36.2,83.1,5.02,877,1,0,2.6,20
1/1/2024 20:20,1,Mesofilik,35.7,83.4,5.03,977,1,0,1.9,20
1/1/2024 20:25,1,Mesofilik,35.8,83.3,5.01,1022,1,0,2.7,20
1/1/2024 20:30,1,Mesofilik,35.7,82.9,5.01,1152,1,0,1.8,20
1/1/2024 20:35,1,Mesofilik,36,83.9,5,992,1,0,2.5,20
1/1/2024 20:40,1,Mesofilik,35.6,83.3,5,866,1,0,1.8,20
1/1/2024 20:45,1,Mesofilik,35.4,83.4,4.99,967,1,0,1.5,20
1/1/2024 20:50,1,Mesofilik,35.6,83.6,4.96,978,1,0,2.4,20
1/1/2024 20:55,1,Mesofilik,35.3,83.9,5.03,893,1,0,2,20
1/1/2024 21:00,1,Mesofilik,35.5,83.5,5.03,876,1,0,2.1,20
1/1/2024 21:05,1,Mesofilik,35.1,83.4,4.99,892,1,0,2.4,20
1/1/2024 21:10,1,Mesofilik,35.4,83.6,4.99,926,1,0,2.4,20
1/1/2024 21:15,1,Mesofilik,35.2,84.2,5.03,967,1,0,2,20
1/1/2024 21:20,1,Mesofilik,35.2,83.4,5.04,1029,1,0,1.8,20
1/1/2024 21:25,1,Mesofilik,34.9,83,5.04,865,1,0,1.4,20
1/1/2024 21:30,1,Mesofilik,35.1,84.3,5.02,1021,1,0,2.1,20
1/1/2024 21:35,1,Mesofilik,34.9,83.8,5.02,976,1,0,2.2,20
1/1/2024 21:40,1,Mesofilik,34.8,83.9,5.02,895,1,0,2.2,20
1/1/2024 21:45,1,Mesofilik,34.7,83.6,5.03,1043,1,0,2.2,20
1/1/2024 21:50,1,Mesofilik,34.7,83.8,5.07,1001,1,0,2.1,20
1/1/2024 21:55,1,Mesofilik,34.5,83.3,5.02,908,1,0,2,20
1/1/2024 22:00,1,Mesofilik,34.6,83.8,5.03,997,1,0,2.1,20
1/1/2024 22:05,1,Mesofilik,34.2,83.4,5.03,862,1,0,2.3,20
1/1/2024 22:10,1,Mesofilik,34.7,84,5.02,1078,1,0,2.2,20
1/1/2024 22:15,1,Mesofilik,34.3,83.5,5.02,929,1,0,2.2,20
1/1/2024 22:20,1,Mesofilik,34.3,83.7,5.05,1056,1,0,2.4,20
1/1/2024 22:25,1,Mesofilik,34,82.9,5.06,852,1,0,2.1,20
1/1/2024 22:30,1,Mesofilik,34,83.2,5.05,1022,1,0,2,20
1/1/2024 22:35,1,Mesofilik,33.7,83.6,5.05,844,1,0,2.2,20
1/1/2024 22:40,1,Mesofilik,34,83.9,5.04,885,1,0,2.5,20
1/1/2024 22:45,1,Mesofilik,33.9,83.8,5.01,928,1,0,1.9,20
1/1/2024 22:50,1,Mesofilik,33.9,84.3,5,835,1,0,2.6,20
1/1/2024 22:55,1,Mesofilik,33.8,83.6,5.07,917,1,0,2.7,20
1/1/2024 23:00,1,Mesofilik,33.9,83.7,5.1,917,1,0,2.4,20
1/1/2024 23:05,1,Mesofilik,33.7,84.2,5.09,969,1,0,2,20
1/1/2024 23:10,1,Mesofilik,33.7,83.6,5.1,978,1,0,2.1,20
1/1/2024 23:15,1,Mesofilik,33.6,83.5,5.01,1064,1,0,2,20
1/1/2024 23:20,1,Mesofilik,33.3,84,5.08,1026,1,0,2.5,20
1/1/2024 23:25,1,Mesofilik,33.3,83.5,5.09,943,1,0,2.1,20
1/1/2024 23:30,1,Mesofilik,33.6,84.1,5.06,1143,1,0,2,20
1/1/2024 23:35,1,Mesofilik,33.4,83.9,5.05,1093,1,0,2.4,20
1/1/2024 23:40,1,Mesofilik,33.3,84.3,5.04,904,1,0,1.9,20
1/1/2024 23:45,1,Mesofilik,32.9,84.6,5.01,954,1,0,2.1,20
1/1/2024 23:50,1,Mesofilik,33.2,84.2,5.07,926,1,0,2.2,20
1/1/2024 23:55,1,Mesofilik,33.1,83.9,5.1,1013,1,0,2.5,20
1/2/2024 0:00,2,Mesofilik,33.1,84.4,5.06,871,1,0,2.4,19
1/2/2024 0:05,2,Mesofilik,32.8,83.9,5.07,1074,1,0,2.3,19
1/2/2024 0:10,2,Mesofilik,32.9,84.5,5.06,1184,1,0,2.4,19
1/2/2024 0:15,2,Mesofilik,32.6,84.3,5.06,1080,1,0,2.5,19
1/2/2024 0:20,2,Mesofilik,32.8,83.7,5.05,910,1,0,2.1,19
1/2/2024 0:25,2,Mesofilik,32.8,84.6,5.07,883,1,0,2.4,19
1/2/2024 0:30,2,Mesofilik,32.8,83.9,5.05,981,1,0,2.1,19
1/2/2024 0:35,2,Mesofilik,32.7,84.1,5.07,909,1,0,2.2,19
1/2/2024 0:40,2,Mesofilik,32.7,84,5.11,949,1,0,2.4,19
1/2/2024 0:45,2,Mesofilik,32.7,83.7,5,860,1,0,2.7,19
1/2/2024 0:50,2,Mesofilik,32.4,84.9,5.04,998,1,0,2.8,19
1/2/2024 0:55,2,Mesofilik,32.7,84.8,5.1,1066,1,0,2.5,19
1/2/2024 1:00,2,Mesofilik,32.5,84,5.04,985,1,0,2.3,19
1/2/2024 1:05,2,Mesofilik,32.3,84.4,5.09,993,1,0,2.8,19
1/2/2024 1:10,2,Mesofilik,32.1,84.1,5.04,838,1,0,2.3,19
1/2/2024 1:15,2,Mesofilik,32.2,84.6,5.08,906,1,0,2.9,19
1/2/2024 1:20,2,Mesofilik,32.4,84.4,5.06,912,1,0,2.2,19
1/2/2024 1:25,2,Mesofilik,32.3,84.8,5.11,951,1,0,2,19
1/2/2024 1:30,2,Mesofilik,32.2,83.7,5.08,979,1,0,2.2,19
1/2/2024 1:35,2,Mesofilik,31.9,84.4,5.05,899,1,0,1.5,19
1/2/2024 1:40,2,Mesofilik,32.1,84.7,5.12,957,1,0,2.2,19
1/2/2024 1:45,2,Mesofilik,32.1,83.9,5.08,1056,1,0,2.7,19
1/2/2024 1:50,2,Mesofilik,32,84.2,5.04,929,1,0,2.3,19
1/2/2024 1:55,2,Mesofilik,32,84.5,5.05,1116,1,0,2.3,19
1/2/2024 2:00,2,Mesofilik,31.9,84,5,1069,1,0,2.6,19
1/2/2024 2:05,2,Mesofilik,31.9,84.3,5.09,874,1,0,2.2,19
1/2/2024 2:10,2,Mesofilik,32,83.9,5.08,892,1,0,2.5,19
1/2/2024 2:15,2,Mesofilik,31.9,83.8,5.11,943,1,0,2.2,19
1/2/2024 2:20,2,Mesofilik,31.9,84.6,5.04,1008,1,0,2.5,19
1/2/2024 2:25,2,Mesofilik,31.9,84.3,5.06,938,1,0,2.5,19
1/2/2024 2:30,2,Mesofilik,31.7,83.4,5.09,1078,1,0,1.7,19
